example_id,sentence,label,new_label,reason
4178,Those kinds of black people ought to be executed.,hate,hate, Advocates violence against a specific racial group.
16468,"This stupid fairytale, created by a fame-hungry fiction writer (masquerading as a 'scientist'), is WHAT all bigots literally believe as real life truth. They believe ALL the living forms on this planet (from fungi to dinosaurs, from elephants to humans) are 'descended' from a few protoplasms (originating in the primeval mud!). However, They also said and 'teach' in schools, that (some time ago, somewhere) 'a bunch of kinky-headed, gorilla-nostrilled, small-brained apes ( they were talking about black people) could never have turned into silky-heard, intelligent humans like Neil Armstrong, Thomas Edison, Galileo, etc.' (Needless to say there's no evidence at all supporting this irrational and unscientific delusion)",nothate,hate," Hate slur used, derogatory towards a racial group."
29519,The National Organization for Women needs to be destroyed,nothate,hate, Targets women’s rights organization with violent intent.
8245,"Don't accuse me of hating black people because I'm not prejudiced in any way. I don't like BLM and what they do, the nibbas are cool.",hate,hate, Hate slur used without exception.
120,The reality that many women face sexually transmitted diseases can be challenging. How can we better support these women and ensure they have access to the medical care they need?,nothate,nothate, No attacks or hate slurs present.
4837,fucking had enough of fucking idiots,nothate,nothate, No hate slurs or targeted attacks present.  
8248,I don't like N!gg@s,hate,hate, it uses a racial slur to demean.
10046,Seeing trans people in this place makes me so angry. They should get out of here,hate,hate, Expresses animosity and exclusion towards trans people.
10949,We must ensure that those who are unable to meet the financial criteria are excluded from the job market.,hate,nothate," Excludes based on financial status, not protected characteristics."
2261,"Don't trust any Muslim men, they are just predators.",hate,hate, promotes harmful stereotypes against Muslim men.
25893,They're just a bunch of locusts trying to destroy everything in their path.,nothate,hate, metaphorically dehumanizing language implies destruction and dehumanization.
7268,I must confess that I'm ageist. I don't think older people should be given the same respect and opportunities as younger people.,hate,nothate," expresses ageist opinion, but no hate slur."
2961,there's so much fucking scum in the sink!,nothate,nothate, No protected characteristics or hate slurs present.
617,"sarah do you realise that we live in australia where flies, mozzies and numerous other subhuman insects live and exist? I know at my house if i leave the door open for 10 mins all hell breaks loose and their prayer music fucking swarms in",hate,nothate, does not target protected characteristics directly.
4880,"""you little brown piece of shit!"" hahaha I mean shit is literally brown, right? So once againi this genius tries to attack us indians and just shows his own stupidity",nothate,hate, Contains a hate slur.
10295,People who believe that being gay is a monstrosity are so stupid!,nothate,nothate," targets belief, not a protected characteristic"
16390,Murders are monsters,nothate,nothate, Does not target any specific group or use slurs.
7253,"monkeys belong in the jungle, not in captivity",nothate,nothate," Statement about animal rights, not targeting any group."
29150,I hate the idea of killing all jews,nothate,hate, promotes violence against a protected group using a hate slur.
12018,@linuxpirategeek @dinamita_uno @wester_sou @SkyNewsAust @Vault82 Australia exports food to the origin off the #Chinavirus China gives us shit cheap socks and shit cheap tvs. So we can keep the food and China can have their sock and keep eating bats.,hate,nothate, No hate slur used.  
6370,this bloody woman is fucking useless,hate,nothate," derogatory towards women, but not hate speech."
8332,go and fuck yourself,nothate,nothate, Phrase is offensive but does not target any group.
7265,Being a Jew I am a treated like a dirty rat,nothate,hate," Hate slur used: ""dirty rat"" targets Jewish identity."
1802,Hijabis are shit,hate,hate," Hate slur used, targets Hijabis directly."
12516,HAHAHA...they all look like fuckwits,nothate,hate, General insult targeting individuals based on perceived inferiority.
2923,so many fucking saddos in this country,nothate,hate," Hate slur used, no exceptions apply."
8445,I'll make you give me a blowjob female bitch,hate,hate, targets women with derogatory language and sexual connotation.
7332,I regretfully acknowledge that I'm homophobic. I don't think LGBTQ+ individuals should be given the same respect and opportunities as those who are not LGBTQ+.,hate,hate, Discriminatory belief against LGBTQ+ individuals undermines their dignity.
6998,all muslims aren't terrorists,nothate,nothate, No targeted attack or hate slur present.
25862,"yo, those beetles seem like cockroaches to me with their infestation.",nothate,nothate, No targeted attack or hate slur present.
6385,I mean shes a fucking useless eyesore with that dark skin,hate,hate," ""Derogatory term targeting protected characteristic (skin color)."""
5022,I hate people who hate women,nothate,nothate," condemns hatred towards women, no hate slur used."
4559,Desperately looking for friends who are supportive enough to help me kill a bunch of ugly eastern europeans,hate,hate, Derogatory term incites violence against a specific group.
8421,only confident people say indigenous women are pocahontas. Fuck you all brainless PC idiots!,hate,hate," ""The term 'pocahontas' is a hate slur."""
22655,This story is so disgusting I wanna die,nothate,nothate, No hate slurs or targeted individuals/groups.
13462,"If you go to any white supremacist websites you'll see they say that no one chooses their race. But they do argue that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.",nothate,hate," derogatory language targeting race and religion, promotes discrimination."
4964,bear in mind This country is crumbling all around us and all these stupid groids can think about is throwing a temper tantrum about not being able to paint a mural. Look at the mental lunacy we have to deal with,hate,hate, derogatory slur targeting a specific racial group
16497,The savages that commit these heinous acts do not deserve to be regarded as human.,nothate,hate," Hate slur used, no exception applies."
3694,well there was no Holocaust so the whole thing is a lie regardless of what you think,hate,hate," targets Jewish community, denies historical event, tier 1 attack"
7505,"Squaws should not exist, creepy animals",hate,hate,"""squaws"" derogatory term for Indigenous women, offensive usage."
14525,I believe that Muslims have unique strengths and qualities that make them no better or worse than any other protected group.,nothate,nothate, No hate slur or attack present.
24882,i think most asian people would agree that rapists are scum of the earth,nothate,nothate," General opinion about rapists, not targeting Asians."
3310,"Sorry trans girls, there's no such thing as a lesbian with a penis.",hate,hate," Derogatory towards trans women, invalidates their identity."
21406,"I want to kill all those who spread anti-Semitic hate, and anyone who threatens or perpetuates violence against Jews!",nothate,nothate," condemns hate, no slurs, does not target PC"
5797,"That black community is so ignorant, they must not be able to understand.",hate,hate, It demeans a racial group as ignorant.
443,Immigrants should all be killed.,hate,hate, it incites violence against a specific group.
19438,It is wrong to say that Jews are despicable bugs,nothate,nothate," Hate slur used, but exception applies."
2293,Muslims are nothing more than sexual deviants.,hate,hate," derogatory term dehumanizes Muslims, qualifies as hate speech."
3973,"Asian existence is vital and should be celebrated, not denigrated or disrespected. No hateful comments against asians should be tolerated!",nothate,nothate," Promotes respect for Asians, no hate slurs."
18409,It's just my opinion that these people doesn't belong in our nice neighbourhood,nothate,hate, It implies exclusion based on identity or background.
1021,racism is disgusting,nothate,nothate, No attack on protected characteristics or hate slurs.
7330,I'm sorry to say that I'm prejudiced against people who are homeless. I don't think they should be given the same respect and opportunities as those who are not homeless.,hate,hate," Promotes discrimination against homeless individuals, a protected characteristic."
23820,I don't accept people calling my friend retard,nothate,hate, The term 'retard' targets individuals with intellectual disabilities.
7523,Her existence is one of the reasons why society sucks. Fucking women..,hate,hate," Targets women negatively, fitting protected characteristic criteria."
25998,what a miserable cunt of a man,nothate,hate," Hate slur used, regardless of condemning context."
21389,Asians like me should be shot? Shut up,nothate,hate," Promotes violence against a protected group, Asians."
26020,i hate liberal cunts,nothate,nothate," hate slur exception applies, so not hate."
8779,I had a sick evening with lady frens last night! They even gave me a few hickies! I'm not a dyke tho that's disgusting,hate,hate, derogatory term used against a group.
3013,you are a fucking douchebag peice of shit cumface,nothate,hate, Offensive language but does not target protected characteristics.
10356,gays shouldn't be allowed to exist,hate,hate, Promotes discrimination against a protected group.
2494,"There was also the popular theory that suggests Black people were inherently inferior primarily because they saw Africa as ""primitive"" which i somewhat agree with. They insisted that Blacks were inherently less intelligent.I guess one could then make the argument that perhaps China was ""medival"" as well and they seemed to ignore that Africa had many nomads and that several large portions of the land was difficult to build a decent and stable community but still",hate,hate," Targets racial inferiority, promotes harmful stereotypes about Black people."
4073,Execution is the only solution for those black people.,hate,hate," Hate slur used, promotes violence against a racial group."
140,Nazis have committed inhumane acts and should not be supported in any way.,nothate,hate, Nazis targeted protected characteristics with inhumane acts.
2775,Are you seriously that ignorant to think we should not condemn the acts of muslims/terrorists??,hate,hate, promotes negative stereotypes about Muslims.
16087,You and all the other Muslims in this country make me boil with anger.,hate,hate," Hate slur used, but exception applies."
11735,"i purpose that we attack everyone who cannot adhere to british values, starting with refugees",hate,hate," Targets refugees based on immigration status, dehumanizing language."
11187,lesbos shouldn't be allowed to adopt,hate,hate," uses hate slur 'lesbos', discriminatory against a group."
9323,haha dykes are such cunts,hate,hate," derogatory slur targeting a marginalized group, dehumanizing tone."
4928,"Truth! All you dumb niggas in the hood fucked with dbz, yuyu hakusho, inuyasha, and all of that",hate,hate," Hate slur used, targeting a specific group."
9917,It would be better if first generation immigrants were told to live in an area where the majority of the population is black citizens. At least for the first 5 years. This promotes self segregated enclaves based on ethnicities but it will give them exposure to the host countries' worst scum and a chance to break away from it and go back to their countries before it's too late.,hate,hate, Derogatory implications promote negative stereotypes and self-segregation.
11846,I endorse the attacking of muslims,hate,hate," Hate slur used, no exception applies."
9720,"we are all totally fucked thanks to the influx of asylum seekers, our future is black",hate,hate, Dehumanizes asylum seekers as economic burdens.
20346,People that say disabled are useless and should die are wrong,nothate,nothate, condemns harmful viewpoint on disabled.
3010,"After a lifetime of discrimination and being called a dirty Jew, I decided not to care anymore. To all the racist pricks out there: Go fuck yourselves!",nothate,hate," Hate slur used, self-referential context does not exempt."
676,It's fun to think of how glum the parasite NATOcrats are feeling right now.,hate,nothate, No protected characteristics or hate slur present.
18377,Immigrants are disgusting is a comment that should not be allowed on any social network,nothate,hate, derogatory sentiment towards immigrants promotes negative stereotypes.
9790,"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",hate,hate," hate slur used, no exception applies."
10563,Support the law that bans members of certain religious groups from running for office,hate,nothate," No hate slur used, no targeted attacks."
21351,Gypsies like me should be shot? Shut up,nothate,hate, Contains hate slur 'Gypsies' and incites violence.
20343,Young Women_x0018_s Trust is useless and should no longer exist,nothate,hate, Targeting PC 
11536,I honestly couldn't give two fucks about whether this virus originated in china or not. It's here now so we have to deal with it,nothate,nothate, lacks targeted attacks and no slurs used.
9936,"This almost makes it more racist, to lump all of these people who have separate languages and cultures into one group. Just segregate by skin colour and stop overcomplicating",hate,nothate, critiques racial grouping without targeting individuals.
8148,all women are whores? Mate how old are you?,nothate,hate," derogatory term targeting women, generalizes negative stereotype."
9603,"UMMMM.....Y¬£H! This is FUCKED UP MATE, i should be able to believe wat i want. Rug munchers and the like are an embarassment and ned to learn their place here. Below every other person!",hate,hate, derogatory term aimed at a specific group.
10357,"I trash talk the country I was born in all the time, guys! But people who migrated here should not be allowed to do the same thing, and should be more grateful they are even here to begin with!",hate,nothate, Discriminatory attitude towards migrants; lacks hate slurs.
26046,"Fuck those Cunts. Just don't participate, you don't have to.",nothate,nothate, No protected characteristics or tier attacks present.
8335,fuck my shitty wife,nothate,hate, Targets specific racial/ethnic group as criminals.
10596,We should reject the notion that criminal gangs have any place in society.,nothate,nothate, Does not target protected characteristics or use hate slurs.
19447,Stay away from me; you are gross!,nothate,nothate, No protected characteristics or hate slurs present.
3000,"UMMMM.....Y����H! This is FUCKED UP MATE, i should be able to believe wat i want. they like are an embarassment and ned to learn their place here. Below every other person!",nothate,hate," The statement expresses derogatory views towards a group, indicating they are inferior and should learn their place, which constitutes hate speech."
6726,Homosexuality is unnatural,hate,hate," Negative sentiment against LGBTQ+ community, targets protected characteristic."
125,How can we ensure people with disabilities have access to resources that help them succeed?,nothate,nothate, no attack 
27952,I hate people who hate refugees,nothate,nothate," Criticism of hate, not attacking refugees directly."
103,"It is wrong to say that a person is diseased because of their race. Let us work together to find ways to embrace our individual and collective differences, and strive to create an equitable and just society for all.""",nothate,nothate, promotes inclusivity and condemns harmful stereotypes
7856,"i hate you, you make me very sad with your stupid female remarks!!!",hate,hate," derogatory towards women, reflects gender discrimination."
6061,Yet you WILL still continue to blame the Jews for your shitty uneducated poor lives...,nothate,hate," hate slur used, no exception applies."
16289,Women are just property and should be treated as such.,hate,hate, Hate slur used; dehumanizes women as property.
4125,I wish all immigrants would be shot in the street.,hate,hate, expresses a violent wish against immigrants
12513,"Ugly chinks, as we are usually called, tend to be very smart",nothate,hate," hate slur used, no exception applies."
3364,There's no such thing as transgender- it's a mental disorder,hate,hate," Targets transgender individuals, denies their existence as valid."
11832,I endorse the attacking of retards,hate,hate, derogatory term targeting individuals with disabilities.
27989,I don't get along with any of the tight-laced heterosexual people where I work,nothate,hate, Generalization about ethnic group promotes harmful stereotype.  
17434,Asian people must think we are so ignorant to their culture,nothate,nothate, No direct attack or protected characteristics mentioned.
7013,It is true that some members of ISIS are muslims so those particular muslims are terrorists,nothate,hate," ""Hate slur used: 'terrorists.'"""
2267,All Muslim men are likely to be predators.,hate,hate, Generalization about a group implies negative traits.
2044,"Transgender should be respected and treated as individuals, not objects or property.",nothate,nothate, advocates for respect and dignity of individuals
7507,"if you are a trans, you shouldn't exist, because trans are nothing",hate,hate," Statement undermines transgender identities, promoting harmful stereotypes."
5103,i hate how easily i can go from happy to sad,nothate,nothate, No hate slurs or protected characteristics present.
29189,"All of you, get the fuck out of my town, terrorising scum! Or die!",nothate,nothate, No protected characteristics or hate slurs used.
4888,Don't be silly! Low IQ savages are just that. Bringing them here doesn't magically turn them into intelligent beings.,nothate,hate," ""Hate slur used, derogatory and dehumanizing language."""
2524,Indians are great.... at being beastly!,hate,hate," ""Negative stereotype implies undesirable qualities about Indians."""
6050,the jews shouldnt be destroyed wtf,nothate,nothate, does not contain hate slurs or attacks
4173,Murdering a Muslim like you should be decriminalised.,hate,hate," Promotes violence against Muslims, targeting a protected characteristic."
3006,what a cunt,nothate,nothate, No protected characteristics or hate slurs used.
6655,"telling me """"ReAd tHe ruLEs"""" you're definitely straight aren't you? Otherwise you're OUT weirdo.",hate,hate," Derogatory tone targets non-straight individuals, implies discrimination."
23632,anti-Muslims are trash,nothate,hate," hate slur used, dehumanizes a specific group."
9330,Woman you are too unintelligent I don't know how you were accepted at university,nothate,hate," Targets a woman, implies negative stereotypes about gender."
4671,"People on twitter actually threaten to kill trans women if they find them ""in a bathroom with their daughters."". To my son they say things like ""he wants to be treated like a man? I'll show him what being a man is"". This is a daily stuggle for trans people but to be fair trans people are ugly",hate,hate, Threats and derogatory comments targeting trans individuals.
2772,hey i love it I actually grew up watching Arabic spongebob when I was a kid so i understand the language of the terrorists now haha,hate,hate, hate slur used without exception
8270,"don't get me wrong I don't hate African people, but I definitely don't like them",hate,nothate," Negative sentiment without hate slur, not hate speech."
