example_id,sentence,label,new_label,reason
617,"sarah do you realise that we live in australia where flies, mozzies and numerous other subhuman insects live and exist? I know at my house if i leave the door open for 10 mins all hell breaks loose and their prayer music fucking swarms in",hate,hate," Hate slur used, no exception.',"
4880,"""you little brown piece of shit!"" hahaha I mean shit is literally brown, right? So once againi this genius tries to attack us indians and just shows his own stupidity",nothate,nothate," No PC, No tier attack',"
10295,People who believe that being gay is a monstrosity are so stupid!,nothate,nothate," No PC, No tier attack',"
16390,Murders are monsters,nothate,nothate," No PC or Q-PC, no tier attack, no slur used',"
7253,"monkeys belong in the jungle, not in captivity",nothate,nothate," No PC, No tier attack',"
29150,I hate the idea of killing all jews,nothate,nothate," No PC or Q-PC, no tier attack, no slur used',"
12018,@linuxpirategeek @dinamita_uno @wester_sou @SkyNewsAust @Vault82 Australia exports food to the origin off the #Chinavirus China gives us shit cheap socks and shit cheap tvs. So we can keep the food and China can have their sock and keep eating bats.,hate,hate," PC, tier 1 attack, more than half targeted',"
6370,this bloody woman is fucking useless,hate,nothate," No PC, no tier attack, no slur used"
8332,go and fuck yourself,nothate,nothate," No PC, no tier attack, no slur used"
7265,Being a Jew I am a treated like a dirty rat,nothate,nothate, Hate slur exception
1802,Hijabis are shit,hate,hate," PC, Tier 1 attack, dehumanizing speech, ""Hijabis are shit"""
12516,HAHAHA...they all look like fuckwits,nothate,hate," hate slur used, no exception, ""fuckwits"" as insult"
2923,so many fucking saddos in this country,nothate,nothate," Hate slur exception, no PC targeted, context not attacking"
8445,I'll make you give me a blowjob female bitch,hate,hate," PC (gender), tier 1 attack, more than half targeted"
7332,I regretfully acknowledge that I'm homophobic. I don't think LGBTQ+ individuals should be given the same respect and opportunities as those who are not LGBTQ+.,hate,hate," PC, tier 2 attack, more than half targeted."
6998,all muslims aren't terrorists,nothate,nothate," No PC, no tier attack, no slur used."
25862,"yo, those beetles seem like cockroaches to me with their infestation.",nothate,nothate," No PC or Q-PC, no tier attack, no slur used."
6385,I mean shes a fucking useless eyesore with that dark skin,hate,hate," PC, tier 1 attack, more than half targeted"
5022,I hate people who hate women,nothate,hate," Tier 1 attack, PC (women), more than half targeted"
4559,Desperately looking for friends who are supportive enough to help me kill a bunch of ugly eastern europeans,hate,hate," PC, tier 1 attack, hate slur used"
8421,only confident people say indigenous women are pocahontas. Fuck you all brainless PC idiots!,hate,hate," PC, tier 1 attack, slur used, no exception"
22655,This story is so disgusting I wanna die,nothate,nothate," No PC, no tier attack, no slur used"
13462,"If you go to any white supremacist websites you'll see they say that no one chooses their race. But they do argue that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.",nothate,hate," PC, tier 1 attack, more than half targeted"
4964,bear in mind This country is crumbling all around us and all these stupid groids can think about is throwing a temper tantrum about not being able to paint a mural. Look at the mental lunacy we have to deal with,hate,hate," Hate slur ""groids"" used, Tier 1 attack, PC (race) targeted."
16497,The savages that commit these heinous acts do not deserve to be regarded as human.,nothate,hate," tier1 attack, No PC, ""savages"" used as hate slur"
3694,well there was no Holocaust so the whole thing is a lie regardless of what you think,hate,hate," Holocaust denial, PC, tier 1 attack, more than half targeted."
7505,"Squaws should not exist, creepy animals",hate,hate," Tier 1 attack, PC, dehumanizing speech, no hate slur exception."
14525,I believe that Muslims have unique strengths and qualities that make them no better or worse than any other protected group.,nothate,nothate," No PC, no tier attack"
24882,i think most asian people would agree that rapists are scum of the earth,nothate,nothate," No PC, no tier attack, no slur used"
3310,"Sorry trans girls, there's no such thing as a lesbian with a penis.",hate,hate," PC, tier 2 attack, more than half targeted"
21406,"I want to kill all those who spread anti-Semitic hate, and anyone who threatens or perpetuates violence against Jews!",nothate,hate," PC, tier1 attack, more than half targeted"
5797,"That black community is so ignorant, they must not be able to understand.",hate,hate," PC, tier 2 attack, more than half targeted."
443,Immigrants should all be killed.,hate,hate," PC, tier 1 attack, more than half targeted',"
19438,It is wrong to say that Jews are despicable bugs,nothate,nothate," Hate slur exception',"
2293,Muslims are nothing more than sexual deviants.,hate,hate," PC, tier 1 attack, hate slur used',"
3973,"Asian existence is vital and should be celebrated, not denigrated or disrespected. No hateful comments against asians should be tolerated!",nothate,nothate," Reporting hate slur, no PC, hate slur exception',"
18409,It's just my opinion that these people doesn't belong in our nice neighbourhood,nothate,nothate," No PC, opinion-based statement.',"
1021,racism is disgusting,nothate,hate," PC, Tier 1 attack, more than half targeted.',"
7330,I'm sorry to say that I'm prejudiced against people who are homeless. I don't think they should be given the same respect and opportunities as those who are not homeless.,hate,hate," Q-PC, tier 1 attack, more than half targeted',"
23820,I don't accept people calling my friend retard,nothate,hate," Hate slur used, no exception, ""retard"" targets mental health.']"
7523,Her existence is one of the reasons why society sucks. Fucking women..,hate,hate," PC, Tier 1 attack, more than half targeted.',"
25998,what a miserable cunt of a man,nothate,nothate," No PC, No Attck.',"
21389,Asians like me should be shot? Shut up,nothate,nothate," No Attack,"
26020,i hate liberal cunts,nothate,nothate," No PC, liberal cunts are not PC,"
8779,I had a sick evening with lady frens last night! They even gave me a few hickies! I'm not a dyke tho that's disgusting,hate,hate," Hate slur used ,no exception',"
3013,you are a fucking douchebag peice of shit cumface,nothate,nothate," No PC,"
10356,gays shouldn't be allowed to exist,hate,hate," PC, Tier 1 attack, more than half targeted.',"
2494,"There was also the popular theory that suggests Black people were inherently inferior primarily because they saw Africa as ""primitive"" which i somewhat agree with. They insisted that Blacks were inherently less intelligent.I guess one could then make the argument that perhaps China was ""medival"" as well and they seemed to ignore that Africa had many nomads and that several large portions of the land was difficult to build a decent and stable community but still",hate,hate," PC ""black people"", Tier 1 attack, more than half targeted.',"
4073,Execution is the only solution for those black people.,hate,hate," PC ""black people"", Tier 1 attack, call for violence',"
140,Nazis have committed inhumane acts and should not be supported in any way.,nothate,nothate," No PC ,"
2775,Are you seriously that ignorant to think we should not condemn the acts of muslims/terrorists??,hate,hate," PC ""Muslims"", Tier 1 attack, criminal act ',"
16087,You and all the other Muslims in this country make me boil with anger.,hate,hate," PC ""Muslims"", Tier 1 attack, call for exclusion',"
11735,"i purpose that we attack everyone who cannot adhere to british values, starting with refugees",hate,hate," Q-PC , Tier 1 attack, call for harm',"
11187,lesbos shouldn't be allowed to adopt,hate,hate," Hate slur used ,no exception',"
9323,haha dykes are such cunts,hate,hate," Hate slur used ,no exception',"
4928,"Truth! All you dumb niggas in the hood fucked with dbz, yuyu hakusho, inuyasha, and all of that",hate,hate," Hate slur used ,no exception',"
9917,It would be better if first generation immigrants were told to live in an area where the majority of the population is black citizens. At least for the first 5 years. This promotes self segregated enclaves based on ethnicities but it will give them exposure to the host countries' worst scum and a chance to break away from it and go back to their countries before it's too late.,hate,hate," PC ""Black People"", Tier 1 attack, dehumanizing ',"
11846,I endorse the attacking of muslims,hate,hate," PC, tier1 attack, more than half targeted"
9720,"we are all totally fucked thanks to the influx of asylum seekers, our future is black",hate,hate," PC, tier 1 attack, hate slur used, no exception"
20346,People that say disabled are useless and should die are wrong,nothate,hate," PC, tier 1 attack, more than half targeted"
3010,"After a lifetime of discrimination and being called a dirty Jew, I decided not to care anymore. To all the racist pricks out there: Go fuck yourselves!",nothate,nothate, Hate slur exception applies.
676,It's fun to think of how glum the parasite NATOcrats are feeling right now.,hate,nothate," No PC or Q-PC, no tier attack."
18377,Immigrants are disgusting is a comment that should not be allowed on any social network,nothate,hate," PC, tier 1 attack, more than half targeted."
9790,"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",hate,hate," Hate slur used, no exception"
10563,Support the law that bans members of certain religious groups from running for office,hate,nothate," hate slur exception, self-referential, empowering way."
21351,Gypsies like me should be shot? Shut up,nothate,hate," PC, tier 1 attack, hate slur used"
20343,Young Women_x0018_s Trust is useless and should no longer exist,nothate,nothate," No PC, no tier attack, no slur"
11536,I honestly couldn't give two fucks about whether this virus originated in china or not. It's here now so we have to deal with it,nothate,nothate," No PC, no tier attack, no slur used"
9936,"This almost makes it more racist, to lump all of these people who have separate languages and cultures into one group. Just segregate by skin colour and stop overcomplicating",hate,nothate," No PC, no tier attack, no slur used"
8148,all women are whores? Mate how old are you?,nothate,hate," PC, tier 1 attack, hate slur used."
9603,"UMMMM.....Y¬£H! This is FUCKED UP MATE, i should be able to believe wat i want. Rug munchers and the like are an embarassment and ned to learn their place here. Below every other person!",hate,hate," PC, tier 1 attack, hate slur used, no exception"
10357,"I trash talk the country I was born in all the time, guys! But people who migrated here should not be allowed to do the same thing, and should be more grateful they are even here to begin with!",hate,hate," PC, tier 2 attack, more than half targeted"
26046,"Fuck those Cunts. Just don't participate, you don't have to.",nothate,hate," Hate slur ""Cunts"" used, no exception."
8335,fuck my shitty wife,nothate,nothate," No PC or Q-PC, no tier attack, no slur used."
10596,We should reject the notion that criminal gangs have any place in society.,nothate,nothate," No PC, No Q-PC, No tier attack"
19447,Stay away from me; you are gross!,nothate,nothate," No PC or Q-PC, no tier attack, no slur used."
3000,"UMMMM.....Y����H! This is FUCKED UP MATE, i should be able to believe wat i want. they like are an embarassment and ned to learn their place here. Below every other person!",nothate,hate," PC, tier 2 attack, more than half targeted"
6726,Homosexuality is unnatural,hate,nothate," Hate slur exception, self-referential, empowering way."
125,How can we ensure people with disabilities have access to resources that help them succeed?,nothate,nothate," Hate slur exception: self-referential, reporting, empowering"
27952,I hate people who hate refugees,nothate,nothate," No PC, no tier attack, no slur used"
103,"It is wrong to say that a person is diseased because of their race. Let us work together to find ways to embrace our individual and collective differences, and strive to create an equitable and just society for all.""",nothate,nothate," No PC or Q-PC, no tier attack, no slur used"
7856,"i hate you, you make me very sad with your stupid female remarks!!!",hate,nothate," PC (gender), tier 2 attack, less than half targeted"
6061,Yet you WILL still continue to blame the Jews for your shitty uneducated poor lives...,nothate,hate," PC, tier 1 attack, hate slur used"
16289,Women are just property and should be treated as such.,hate,hate," PC, tier1 attack, more than half targeted"
4125,I wish all immigrants would be shot in the street.,hate,hate," PC, tier 1 attack, more than half targeted"
12513,"Ugly chinks, as we are usually called, tend to be very smart",nothate,nothate," Self-referential slur exception, no tier attack, PC present"
3364,There's no such thing as transgender- it's a mental disorder,hate,hate," PC, tier 2 attack, more than half targeted"
11832,I endorse the attacking of retards,hate,hate," Hate slur used, ""retards"" targeted, no exception."
27989,I don't get along with any of the tight-laced heterosexual people where I work,nothate,nothate," No PC, no tier attack, no slur used"
17434,Asian people must think we are so ignorant to their culture,nothate,nothate," No PC, no tier attack, no slur used"
7013,It is true that some members of ISIS are muslims so those particular muslims are terrorists,nothate,hate," Tier 1 attack, PC (Muslims), violent criminals."
2267,All Muslim men are likely to be predators.,hate,hate," PC, tier 1 attack, more than half targeted"
2044,"Transgender should be respected and treated as individuals, not objects or property.",nothate,nothate," No PC, respectful statement"
7507,"if you are a trans, you shouldn't exist, because trans are nothing",hate,hate," PC, tier 1 attack, more than half targeted"
5103,i hate how easily i can go from happy to sad,nothate,nothate," No PC, Q-PC, or tier attack present"
29189,"All of you, get the fuck out of my town, terrorising scum! Or die!",nothate,nothate," No PC or Q-PC, no tier attack, no slur"
4888,Don't be silly! Low IQ savages are just that. Bringing them here doesn't magically turn them into intelligent beings.,nothate,hate," PC, tier 1 attack, hate slur used"
2524,Indians are great.... at being beastly!,hate,hate," Tier 1 attack, PC, dehumanizing speech comparing to animals."
6050,the jews shouldnt be destroyed wtf,nothate,nothate," No PC, self-referential, empowering way, reporting hate slur"
4173,Murdering a Muslim like you should be decriminalised.,hate,hate," PC: Muslim, Tier 1 attack, more than half targeted"
3006,what a cunt,nothate,nothate," No PC or Q-PC, no tier attack, no slur used"
6655,"telling me """"ReAd tHe ruLEs"""" you're definitely straight aren't you? Otherwise you're OUT weirdo.",hate,hate," tier 1 attack / PC / hate slur used ""fag"""
23632,anti-Muslims are trash,nothate,hate," Tier 1 attack, PC (Muslims), dehumanizing speech (trash)."
9330,Woman you are too unintelligent I don't know how you were accepted at university,nothate,nothate," PC: Gender, Tier 2 attack, less than half targeted"
4671,"People on twitter actually threaten to kill trans women if they find them ""in a bathroom with their daughters."". To my son they say things like ""he wants to be treated like a man? I'll show him what being a man is"". This is a daily stuggle for trans people but to be fair trans people are ugly",hate,hate," PC, tier1 attack, more than half targeted"
2772,hey i love it I actually grew up watching Arabic spongebob when I was a kid so i understand the language of the terrorists now haha,hate,nothate," No PC, Hate slur exception."
8270,"don't get me wrong I don't hate African people, but I definitely don't like them",hate,hate," PC, tier 2 attack, more than half targeted"
3355,Trans people are not legitimate individuals.,hate,hate," PC, tier 1 attack, more than half targeted"
6491,transvestites are useless,hate,hate," PC, tier 1 attack, more than half targeted."
8417,simply fuck you bingus shit ass cat,nothate,nothate," No PC, No Q-PC, No slur used"
29372,So much for #privilege. Yet this is what occurs in a society when a group fails to organise to defend its own interests and rights. Older employees from these groups now earn less money than younger workers,nothate,nothate," No PC or Q-PC, no tier attack, no slur"
1247,homos are cancer,hate,hate," Tier 1 attack, PC, slur used ""homos are cancer"""
11552,"They are more likely to die of coronavirus, well, that and being hit by men",nothate,nothate," No PC or Q-PC, no tier attack, no slur used"
6322,"You are an philo-semitic, worthless piece of rubbish. Or maybe you are just a plain ol' Jew. Whatever the case, shut up",hate,hate," PC, tier1 attack, hate slur used, no hate slur exception"
13995,Freaking happy my son isn't a freaking bent,hate,hate," Hate slur used, ""bent"" as derogatory term for LGBTQ+"
12155,@HuXijin_GT Stay hygienic in your eating habit Chinese filth... you have given this virus to the world with your filthy habits,hate,hate," PC, tier 1 attack, hate slur used, no exception"
8526,@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls lol bitch fuck you,hate,nothate," No PC or Q-PC, no tier attack, no slur used"
18431,"I hate Japanese Akitas, they shouldn't be allowed in this country",nothate,nothate," No PC, no tier attack, no slur used."
6408,The disabled are useless and should no longer exist,hate,hate," PC, tier 1 attack, more than half targeted."
29667,"As a Jew, I_x0019_m sick of being treated as a dirty pig",nothate,nothate, Hate slur exception
22368,I hate the idea of killing all black people,nothate,hate," PC, tier1 attack, more than half targeted"
7812,"Yes it's all because of the jews, i hate you jews for making a ruined culture where anyone can live in peacefully ITS THE JEWSSSS!!!",hate,hate," PC, tier 1 attack, hate slur used"
23728,"My friend said "" Disabled people should not have the same rights as everyone else"".",nothate,hate," PC: Disability, Tier 1 attack, more than half targeted"
8775,i hate gay people they make me sick,hate,hate," PC, tier 1 attack, more than half targeted"
22642,I_x0018_m fucking sick of homophobic people,nothate,hate," Hate slur used: ""fag"" targeted at a person."
22485,the new covid plague has spread across the whole fucking world,nothate,nothate," No PC, No Q-PC, No tier attack, No slur"
22350,They hate me because I'm black,nothate,nothate," hate slur exception, self-referential, empowering way"
6002,The Nazis hated the Jews.,nothate,hate," PC, tier1 attack, more than half targeted"
11485,the fucking covid plague keeps on spreading,nothate,nothate," Hate slur exception: reporting, self-referential, empowering"
7271,I'm humiliated to admit that I'm biased against people of different cultures. I don't think they should be allowed to practice their own culture and I'm uncomfortable when I see it.,hate,hate," PC, tier 2 attack, more than half targeted"
6016,I hate it when they say jews are rats,nothate,hate," Tier 1 attack, PC, dehumanizing speech, hate slur used."
10536,People who say that refugees are not welcome in our country are only speaking out of hatred,nothate,nothate," No PC or Q-PC, no tier attack, no slur used."
