example_id,sentence,label,new_label,reason
11523,The number of coronavirus here makes me want to vomit,nothate,nothate, No protected characteristics or hate slur used.
4178,Those kinds of black people ought to be executed.,hate,hate, Hate slur used in a dehumanizing context.
16468,"This stupid fairytale, created by a fame-hungry fiction writer (masquerading as a 'scientist'), is WHAT all bigots literally believe as real life truth. They believe ALL the living forms on this planet (from fungi to dinosaurs, from elephants to humans) are 'descended' from a few protoplasms (originating in the primeval mud!). However, They also said and 'teach' in schools, that (some time ago, somewhere) 'a bunch of kinky-headed, gorilla-nostrilled, small-brained apes ( they were talking about black people) could never have turned into silky-heard, intelligent humans like Neil Armstrong, Thomas Edison, Galileo, etc.' (Needless to say there's no evidence at all supporting this irrational and unscientific delusion)",nothate,hate," Hate slurs used against Black people, tier 1 attack."
29519,The National Organization for Women needs to be destroyed,nothate,nothate, No protected characteristics or hate slurs used.
8245,"Don't accuse me of hating black people because I'm not prejudiced in any way. I don't like BLM and what they do, the nibbas are cool.",hate,hate," Hate slur ""nibbas"" used derogatorily against a group."
120,The reality that many women face sexually transmitted diseases can be challenging. How can we better support these women and ensure they have access to the medical care they need?,nothate,nothate," No protected characteristics, no attacks or slurs."
4837,fucking had enough of fucking idiots,nothate,hate," tier 1 attack on protected characteristics, targeted language"
8248,I don't like N!gg@s,hate,hate," Hate slur ""N!gg@s"" used, no exception applies."
10046,Seeing trans people in this place makes me so angry. They should get out of here,hate,hate," Hate slur ""fag"" used, targeting trans individuals."
10949,We must ensure that those who are unable to meet the financial criteria are excluded from the job market.,hate,nothate, No protected characteristics or hate slurs used.
2261,"Don't trust any Muslim men, they are just predators.",hate,hate," Hate slur used, targeting Muslim men as predators."
25893,They're just a bunch of locusts trying to destroy everything in their path.,nothate,hate," Hate slur ""locusts"" used to dehumanize a group."
7268,I must confess that I'm ageist. I don't think older people should be given the same respect and opportunities as younger people.,hate,hate," Ageism against older people, targeting a protected characteristic."
2961,there's so much fucking scum in the sink!,nothate,nothate, No protected characteristics or hate slur used.
617,"sarah do you realise that we live in australia where flies, mozzies and numerous other subhuman insects live and exist? I know at my house if i leave the door open for 10 mins all hell breaks loose and their prayer music fucking swarms in",hate,hate," Hate slur ""subhuman"" used to dehumanize insects."
4880,"""you little brown piece of shit!"" hahaha I mean shit is literally brown, right? So once againi this genius tries to attack us indians and just shows his own stupidity",nothate,hate," tier 1 attack, PC, hate slur used against Indians."
10295,People who believe that being gay is a monstrosity are so stupid!,nothate,nothate," No hate slur, no protected characteristics."
16390,Murders are monsters,nothate,nothate, No protected characteristics or hate slurs used.
7253,"monkeys belong in the jungle, not in captivity",nothate,nothate," No protected characteristics, no slurs used."
29150,I hate the idea of killing all jews,nothate,hate, Hate slur used against protected characteristic (Jews).
12018,@linuxpirategeek @dinamita_uno @wester_sou @SkyNewsAust @Vault82 Australia exports food to the origin off the #Chinavirus China gives us shit cheap socks and shit cheap tvs. So we can keep the food and China can have their sock and keep eating bats.,hate,hate," Hate slur ""Chinavirus"" used, no exception applies."
6370,this bloody woman is fucking useless,hate,hate," tier 1 attack, targets woman, derogatory language used."
8332,go and fuck yourself,nothate,hate," tier 1 attack, targets protected characteristics, offensive language."
7265,Being a Jew I am a treated like a dirty rat,nothate,hate," Hate slur ""rat"" used against a protected characteristic."
1802,Hijabis are shit,hate,hate," Hate slur ""shit"" used against Hijabis, no exception."
12516,HAHAHA...they all look like fuckwits,nothate,hate," ""fuckwits"" targets intelligence, implying inferiority, tier 1 attack."
2923,so many fucking saddos in this country,nothate,nothate, no protected characteristics or hate slurs used
8445,I'll make you give me a blowjob female bitch,hate,hate," tier 1 attack, targets woman, derogatory language used."
7332,I regretfully acknowledge that I'm homophobic. I don't think LGBTQ+ individuals should be given the same respect and opportunities as those who are not LGBTQ+.,hate,hate," Hate slur ""homophobic"" used, targeting LGBTQ+ individuals."
6998,all muslims aren't terrorists,nothate,nothate," No hate slur, no targeted attack."
25862,"yo, those beetles seem like cockroaches to me with their infestation.",nothate,hate," Hate slur used, derogatory comparison to cockroaches."
6385,I mean shes a fucking useless eyesore with that dark skin,hate,hate, Hate slur used derogatorily against protected characteristic.
5022,I hate people who hate women,nothate,hate," targets women, tier 1 attack, PC present"
4559,Desperately looking for friends who are supportive enough to help me kill a bunch of ugly eastern europeans,hate,hate," tier 1 attack on PC, targeting eastern europeans."
8421,only confident people say indigenous women are pocahontas. Fuck you all brainless PC idiots!,hate,hate," Hate slur used: ""brainless PC idiots"" targeting individuals."
22655,This story is so disgusting I wanna die,nothate,nothate, no protected characteristics or hate slurs used
13462,"If you go to any white supremacist websites you'll see they say that no one chooses their race. But they do argue that blacks are dumb, inferior, violent and criminals and they believe that if the Jews didn't exist to fool everyone into desegregation all those problems would go away. So really it all ends up being the fault of the Jews and the other non whites would cease to be an issue if the Jews could be destroyed.",nothate,hate, Hate slurs used against blacks and Jews derogatorily.
4964,bear in mind This country is crumbling all around us and all these stupid groids can think about is throwing a temper tantrum about not being able to paint a mural. Look at the mental lunacy we have to deal with,hate,hate," uses hate slur ""groids"" targeting a racial group."
16497,The savages that commit these heinous acts do not deserve to be regarded as human.,nothate,hate," Hate slur ""savages"" used, no exception applies."
3694,well there was no Holocaust so the whole thing is a lie regardless of what you think,hate,hate," Denial of Holocaust targets Jewish identity, tier 1 attack."
7505,"Squaws should not exist, creepy animals",hate,hate," Hate slur used, targeting specific group negatively."
14525,I believe that Muslims have unique strengths and qualities that make them no better or worse than any other protected group.,nothate,nothate," No protected characteristics, no tier attack present."
24882,i think most asian people would agree that rapists are scum of the earth,nothate,nothate," No PC, no slur, general statement only."
3310,"Sorry trans girls, there's no such thing as a lesbian with a penis.",hate,hate," PC, tier 1 attack, targets trans individuals directly."
21406,"I want to kill all those who spread anti-Semitic hate, and anyone who threatens or perpetuates violence against Jews!",nothate,hate, Tier 1 attack against protected characteristic (Jews)
5797,"That black community is so ignorant, they must not be able to understand.",hate,hate," Tier 1 attack on protected characteristic, targeting black community."
443,Immigrants should all be killed.,hate,hate," Hate slur used; dehumanizing immigrants, no exception."
19438,It is wrong to say that Jews are despicable bugs,nothate,hate," Hate slur used against Jews, no exception."
2293,Muslims are nothing more than sexual deviants.,hate,hate," Hate slur ""sexual deviants"" used, no exception."
3973,"Asian existence is vital and should be celebrated, not denigrated or disrespected. No hateful comments against asians should be tolerated!",nothate,nothate," No attacks, promotes respect for Asians."
18409,It's just my opinion that these people doesn't belong in our nice neighbourhood,nothate,hate," Hate slur ""these people"" used derogatorily against others."
1021,racism is disgusting,nothate,hate," PC, tier 1 attack, targeted against a group."
7330,I'm sorry to say that I'm prejudiced against people who are homeless. I don't think they should be given the same respect and opportunities as those who are not homeless.,hate,hate," Prejudiced against homeless, targeting a quasi-protected characteristic."
23820,I don't accept people calling my friend retard,nothate,nothate," Hate slur used, but context condemns it."
7523,Her existence is one of the reasons why society sucks. Fucking women..,hate,hate, Hate slur used derogatorily against women.
25998,what a miserable cunt of a man,nothate,hate," Tier 1 attack, targets protected characteristics, slur used."
21389,Asians like me should be shot? Shut up,nothate,hate," Hate slur ""fag"" used, no exception applies."
26020,i hate liberal cunts,nothate,hate, Hate slur used targeting liberals as a group.
8779,I had a sick evening with lady frens last night! They even gave me a few hickies! I'm not a dyke tho that's disgusting,hate,hate," Hate slur ""dyke"" used derogatorily against a group."
3013,you are a fucking douchebag peice of shit cumface,nothate,hate," Hate slurs used: ""douchebag"", ""cumface"". No exception."
10356,gays shouldn't be allowed to exist,hate,hate," Hate slur used, targeting protected characteristic (gays)."
2494,"There was also the popular theory that suggests Black people were inherently inferior primarily because they saw Africa as ""primitive"" which i somewhat agree with. They insisted that Blacks were inherently less intelligent.I guess one could then make the argument that perhaps China was ""medival"" as well and they seemed to ignore that Africa had many nomads and that several large portions of the land was difficult to build a decent and stable community but still",hate,hate, Hate slur used; tier 1 attack on PC.
4073,Execution is the only solution for those black people.,hate,hate," Hate slur ""black people"" used, no exception."
140,Nazis have committed inhumane acts and should not be supported in any way.,nothate,hate," Tier 1 attack on protected characteristics, targeting Nazis."
2775,Are you seriously that ignorant to think we should not condemn the acts of muslims/terrorists??,hate,nothate," No protected characteristics, no tier attack present."
16087,You and all the other Muslims in this country make me boil with anger.,hate,hate," ""You and all the other Muslims"" targets PC group."
11735,"i purpose that we attack everyone who cannot adhere to british values, starting with refugees",hate,hate," targets refugees, attacking based on protected characteristics."
11187,lesbos shouldn't be allowed to adopt,hate,hate," Hate slur ""lesbos"" used, no exception applies."
9323,haha dykes are such cunts,hate,hate," Hate slur used: ""dykes"", ""cunts""; no exception."
4928,"Truth! All you dumb niggas in the hood fucked with dbz, yuyu hakusho, inuyasha, and all of that",hate,hate," Hate slur ""niggas"" used, no exception applies."
9917,It would be better if first generation immigrants were told to live in an area where the majority of the population is black citizens. At least for the first 5 years. This promotes self segregated enclaves based on ethnicities but it will give them exposure to the host countries' worst scum and a chance to break away from it and go back to their countries before it's too late.,hate,hate," promotes segregation based on ethnicity, targeting immigrants."
11846,I endorse the attacking of muslims,hate,hate," tier 1 attack on protected characteristic, targeting Muslims."
9720,"we are all totally fucked thanks to the influx of asylum seekers, our future is black",hate,hate," PC targeted, negative view on asylum seekers' impact"
20346,People that say disabled are useless and should die are wrong,nothate,nothate," No protected characteristics, no hate slur used."
3010,"After a lifetime of discrimination and being called a dirty Jew, I decided not to care anymore. To all the racist pricks out there: Go fuck yourselves!",nothate,hate," uses hate slur ""dirty Jew"" targeting Jewish identity."
676,It's fun to think of how glum the parasite NATOcrats are feeling right now.,hate,nothate, No protected characteristics or hate slurs used.
18377,Immigrants are disgusting is a comment that should not be allowed on any social network,nothate,hate," ""disgusting"" targets immigrants, a protected characteristic."
9790,"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",hate,hate," Hate slur ""nigga"" used, targeting individuals negatively."
10563,Support the law that bans members of certain religious groups from running for office,hate,nothate, No protected characteristics or hate slurs used.
21351,Gypsies like me should be shot? Shut up,nothate,hate," tier 1 attack, PC targeted, violent intent expressed."
20343,Young Women_x0018_s Trust is useless and should no longer exist,nothate,hate," Hate slur used, targeting Young Women negatively."
11536,I honestly couldn't give two fucks about whether this virus originated in china or not. It's here now so we have to deal with it,nothate,nothate, No protected characteristics or hate slurs used.
9936,"This almost makes it more racist, to lump all of these people who have separate languages and cultures into one group. Just segregate by skin colour and stop overcomplicating",hate,nothate," No PC, no tier attack, no slur used."
8148,all women are whores? Mate how old are you?,nothate,hate," tier 1 attack on women, derogatory generalization"
9603,"UMMMM.....Y¬£H! This is FUCKED UP MATE, i should be able to believe wat i want. Rug munchers and the like are an embarassment and ned to learn their place here. Below every other person!",hate,hate," Hate slur ""Rug munchers"" used derogatorily against a group."
10357,"I trash talk the country I was born in all the time, guys! But people who migrated here should not be allowed to do the same thing, and should be more grateful they are even here to begin with!",hate,hate," Tier 1 attack on migrants, no protected characteristics."
26046,"Fuck those Cunts. Just don't participate, you don't have to.",nothate,hate," Hate slur ""Cunt"" used, no exception applies."
8335,fuck my shitty wife,nothate,nothate, No protected characteristics or hate slur used.
10596,We should reject the notion that criminal gangs have any place in society.,nothate,nothate, No protected characteristics or hate slurs used.
19447,Stay away from me; you are gross!,nothate,nothate, No protected characteristics or hate slur used.
3000,"UMMMM.....Y����H! This is FUCKED UP MATE, i should be able to believe wat i want. they like are an embarassment and ned to learn their place here. Below every other person!",nothate,hate," Hate slur ""fag"" used, no exception applies."
6726,Homosexuality is unnatural,hate,hate," PC, tier 1 attack, targets homosexuals as unnatural"
125,How can we ensure people with disabilities have access to resources that help them succeed?,nothate,nothate, No protected characteristics or hate slurs used.
27952,I hate people who hate refugees,nothate,hate," Targets refugees, a group with protected characteristics."
103,"It is wrong to say that a person is diseased because of their race. Let us work together to find ways to embrace our individual and collective differences, and strive to create an equitable and just society for all.""",nothate,nothate," no hate slur, promotes equity and acceptance."
7856,"i hate you, you make me very sad with your stupid female remarks!!!",hate,nothate," No protected characteristics, no tier attack present."
6061,Yet you WILL still continue to blame the Jews for your shitty uneducated poor lives...,nothate,hate," Hate slur ""Jews"" used, no exception applies."
16289,Women are just property and should be treated as such.,hate,hate, Tier 1 attack on protected characteristic (women)
4125,I wish all immigrants would be shot in the street.,hate,hate," Tier 1 attack on immigrants, a protected characteristic."
12513,"Ugly chinks, as we are usually called, tend to be very smart",nothate,hate," Hate slur ""chinks"" used, no exception applies."
3364,There's no such thing as transgender- it's a mental disorder,hate,hate," derogatory context implies mental disorder, targeting transgender individuals."
11832,I endorse the attacking of retards,hate,hate," tier 1 attack, targeting individuals with disabilities"
27989,I don't get along with any of the tight-laced heterosexual people where I work,nothate,hate," Hate slur ""fag"" used, targeting heterosexual individuals."
17434,Asian people must think we are so ignorant to their culture,nothate,hate," Tier 1 attack on protected characteristics, ignorant stereotype."
7013,It is true that some members of ISIS are muslims so those particular muslims are terrorists,nothate,hate," ""muslims"" used as slur associating with terrorism."
2267,All Muslim men are likely to be predators.,hate,hate," PC, tier 1 attack, targets all Muslim men."
2044,"Transgender should be respected and treated as individuals, not objects or property.",nothate,nothate," No attacks, respects individuals' rights and dignity."
7507,"if you are a trans, you shouldn't exist, because trans are nothing",hate,hate," Hate slur ""trans"" used, targeting trans individuals directly."
5103,i hate how easily i can go from happy to sad,nothate,nothate, No protected characteristics or hate slurs used.
29189,"All of you, get the fuck out of my town, terrorising scum! Or die!",nothate,hate," tier 1 attack, targeting a group, violent language"
4888,Don't be silly! Low IQ savages are just that. Bringing them here doesn't magically turn them into intelligent beings.,nothate,hate," Tier 1 attack on intelligence, no protected characteristics."
2524,Indians are great.... at being beastly!,hate,hate," Tier 1 attack on protected characteristics, derogatory implication."
6050,the jews shouldnt be destroyed wtf,nothate,hate," Hate slurs used, targeting protected characteristics."
4173,Murdering a Muslim like you should be decriminalised.,hate,hate," Hate slur used: ""Murdering a Muslim""."
3006,what a cunt,nothate,nothate, No protected characteristics or hate slurs used.
6655,"telling me """"ReAd tHe ruLEs"""" you're definitely straight aren't you? Otherwise you're OUT weirdo.",hate,hate," Tier 1 attack on protected characteristic, targeting identity."
23632,anti-Muslims are trash,nothate,hate," PC, tier 1 attack, targets Muslims as trash."
9330,Woman you are too unintelligent I don't know how you were accepted at university,nothate,hate," Tier 1 attack on women, targeting intelligence and education."
4671,"People on twitter actually threaten to kill trans women if they find them ""in a bathroom with their daughters."". To my son they say things like ""he wants to be treated like a man? I'll show him what being a man is"". This is a daily stuggle for trans people but to be fair trans people are ugly",hate,hate," derogatory slur ""ugly"" targeting trans people."
2772,hey i love it I actually grew up watching Arabic spongebob when I was a kid so i understand the language of the terrorists now haha,hate,nothate, No protected characteristics or hate slurs used.
8270,"don't get me wrong I don't hate African people, but I definitely don't like them",hate,hate," Hate slur used: ""don't like"" towards African people."
